matchID,team1_ID,team2_ID,date,tournament,gk_saves_T1,red_card_T1,yellow_card_T1,assists_T1,shots_T1,shots_against_T1,shots_on_target_T1,passes_T1,goals_T1,goals_against_T1,ball_possession_T1,pass_acc_T1,gk_acc_T1,shot_acc_T1,winner
2516930,2975,2481,"February 9, 2018 at 8:30:00 PM GMT+1",Germany,2.0,0.0,0.0,0.0,21,11,9.0,342,2.0,0.0,0.5112107623318386,0.8382352941176471,1.0,0.42857142857142855,1
2516924,2481,2462,"February 4, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,1.0,1.0,15,8,7.0,230,3.0,0.0,0.3362573099415205,0.7301587301587301,1.0,0.4666666666666667,1
2516922,2454,2975,"February 3, 2018 at 6:30:00 PM GMT+1",Germany,5.0,0.0,2.0,0.0,9,15,4.0,299,0.0,1.0,0.4371345029239766,0.7419354838709677,0.8333333333333334,0.4444444444444444,0
2516923,2449,2443,"February 3, 2018 at 3:30:00 PM GMT+1",Germany,5.0,1.0,3.0,0.0,14,9,7.0,356,1.0,2.0,0.43788437884378845,0.8298368298368298,0.7142857142857143,0.5,0
2516926,2460,2444,"February 3, 2018 at 3:30:00 PM GMT+1",Germany,4.0,0.0,0.0,0.0,13,13,4.0,253,0.0,2.0,0.32188295165394404,0.790625,0.6666666666666666,0.3076923076923077,0
2516919,2463,2447,"February 2, 2018 at 8:30:00 PM GMT+1",Germany,4.0,0.0,2.0,1.0,16,16,5.0,380,2.0,3.0,0.468557336621455,0.8425720620842572,0.5714285714285714,0.3125,0
2516917,2455,2451,"January 28, 2018 at 6:00:00 PM GMT+1",Germany,1.0,0.0,2.0,0.0,15,6,4.0,428,0.0,1.0,0.585499316005472,0.8246628131021194,0.5,0.26666666666666666,0
2516916,2446,2460,"January 28, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,1.0,1.0,10,2,3.0,561,2.0,0.0,0.7410832232496698,0.8724727838258165,1.0,0.3,1
2516910,2444,2482,"January 27, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,5.0,21,6,8.0,464,5.0,2.0,0.5956354300385109,0.8560885608856088,0.6,0.38095238095238093,1
2516918,2445,2449,"January 27, 2018 at 3:30:00 PM GMT+1",Germany,5.0,0.0,2.0,0.0,11,17,3.0,553,0.0,2.0,0.6460280373831776,0.8763866877971473,0.7142857142857143,0.2727272727272727,0
2516915,2462,2454,"January 26, 2018 at 8:30:00 PM GMT+1",Germany,2.0,0.0,5.0,2.0,6,13,2.0,326,2.0,0.0,0.46175637393767704,0.8029556650246306,1.0,0.3333333333333333,1
2516901,2444,2443,"January 21, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,4.0,16,10,7.0,577,4.0,2.0,0.6772300469483568,0.9015625,0.6,0.4375,1
2516907,2450,2463,"January 20, 2018 at 6:30:00 PM GMT+1",Germany,0.0,0.0,3.0,0.0,10,9,3.0,225,0.0,2.0,0.48283261802575106,0.6736526946107785,0.0,0.3,0
2516902,2482,2446,"January 20, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,2.0,1.0,13,14,3.0,358,1.0,4.0,0.4287425149700599,0.8081264108352144,0.3333333333333333,0.23076923076923078,0
2516904,2453,2975,"January 20, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,0.0,1.0,9,11,4.0,228,2.0,1.0,0.3579277864992151,0.7192429022082019,0.6666666666666666,0.4444444444444444,1
2516905,2454,2481,"January 20, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,1.0,16,17,6.0,269,2.0,0.0,0.4359805510534846,0.7556179775280899,1.0,0.375,1
2516908,2460,2445,"January 20, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,2.0,1.0,20,8,11.0,315,3.0,2.0,0.3827460510328068,0.84,0.6,0.55,1
2516909,2451,2462,"January 20, 2018 at 3:30:00 PM GMT+1",Germany,3.0,1.0,4.0,0.0,11,16,4.0,324,1.0,3.0,0.5015479876160991,0.7980295566502463,0.5,0.36363636363636365,0
2516894,2463,2454,"January 14, 2018 at 3:30:00 PM GMT+1",Germany,5.0,0.0,2.0,2.0,12,15,5.0,277,2.0,1.0,0.3758480325644505,0.8028985507246377,0.8333333333333334,0.4166666666666667,1
2516893,2975,2449,"January 13, 2018 at 6:30:00 PM GMT+1",Germany,3.0,0.0,2.0,3.0,14,8,8.0,349,3.0,1.0,0.5208955223880597,0.8349282296650717,0.75,0.5714285714285714,1
2516898,2481,2450,"January 13, 2018 at 3:30:00 PM GMT+1",Germany,6.0,0.0,1.0,1.0,16,9,5.0,283,1.0,0.0,0.5053571428571428,0.7628032345013477,1.0,0.3125,1
2516899,2455,2460,"January 13, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,1.0,22,12,9.0,299,3.0,2.0,0.47310126582278483,0.8305555555555556,0.6,0.4090909090909091,1
2516900,2445,2457,"January 13, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,1.0,0.0,8,11,2.0,333,1.0,0.0,0.43415906127770537,0.7928571428571428,1.0,0.25,1
2516897,2446,2444,"January 12, 2018 at 8:30:00 PM GMT+1",Germany,3.0,0.0,2.0,0.0,11,15,1.0,292,1.0,3.0,0.42503639010189226,0.7786666666666666,0.5,0.09090909090909091,0
2516884,2975,2457,"December 17, 2017 at 6:00:00 PM GMT+1",Germany,2.0,0.0,1.0,2.0,20,7,9.0,543,2.0,3.0,0.8177710843373494,0.8328220858895705,0.4,0.45,0
2516883,2447,2482,"December 16, 2017 at 6:30:00 PM GMT+1",Germany,4.0,0.0,0.0,1.0,12,12,4.0,408,2.0,1.0,0.4434782608695652,0.8535564853556485,0.8,0.3333333333333333,1
2516885,2463,2451,"December 16, 2017 at 3:30:00 PM GMT+1",Germany,5.0,0.0,2.0,1.0,17,8,7.0,315,1.0,0.0,0.3736654804270463,0.8311345646437994,1.0,0.4117647058823529,1
2516891,2445,2444,"December 16, 2017 at 3:30:00 PM GMT+1",Germany,6.0,0.0,2.0,0.0,9,13,2.0,299,0.0,1.0,0.4199438202247191,0.8102981029810298,0.8571428571428571,0.2222222222222222,0
2516887,2454,2450,"December 15, 2017 at 8:30:00 PM GMT+1",Germany,2.0,0.0,0.0,3.0,13,8,5.0,394,3.0,1.0,0.5677233429394812,0.8436830835117773,0.6666666666666666,0.38461538461538464,1
2516874,2444,2463,"December 13, 2017 at 8:30:00 PM GMT+1",Germany,1.0,0.0,0.0,1.0,25,7,8.0,763,1.0,0.0,0.8903150525087514,0.8997641509433962,1.0,0.32,1
2516876,2457,2455,"December 13, 2017 at 8:30:00 PM GMT+1",Germany,6.0,0.0,2.0,2.0,15,18,9.0,257,3.0,1.0,0.42479338842975206,0.7717717717717718,0.8571428571428571,0.6,1
2516878,2449,2481,"December 13, 2017 at 8:30:00 PM GMT+1",Germany,5.0,0.0,3.0,2.0,8,14,6.0,363,3.0,2.0,0.5417910447761194,0.8561320754716981,0.7142857142857143,0.75,1
2516879,2446,2443,"December 13, 2017 at 8:30:00 PM GMT+1",Germany,2.0,0.0,0.0,0.0,15,5,7.0,305,1.0,0.0,0.4714064914992272,0.7942708333333334,1.0,0.4666666666666667,1
2516875,2482,2445,"December 13, 2017 at 6:30:00 PM GMT+1",Germany,3.0,0.0,1.0,1.0,11,7,2.0,501,1.0,0.0,0.6028880866425993,0.8172920065252854,1.0,0.18181818181818182,1
2516880,2450,2462,"December 12, 2017 at 8:30:00 PM GMT+1",Germany,3.0,0.0,0.0,1.0,15,10,6.0,346,1.0,2.0,0.6811023622047244,0.7954022988505747,0.6,0.4,0
2516881,2460,2447,"December 12, 2017 at 8:30:00 PM GMT+1",Germany,4.0,0.0,0.0,0.0,13,15,1.0,367,0.0,2.0,0.4082313681868743,0.8676122931442081,0.6666666666666666,0.07692307692307693,0
2516877,2453,2454,"December 12, 2017 at 8:30:00 PM GMT+1",Germany,4.0,0.0,0.0,0.0,22,6,5.0,322,1.0,0.0,0.4154838709677419,0.8029925187032418,1.0,0.22727272727272727,1
